job_title,experience_level,employment_type,company_size,company_location,employee_residence,industry,remote_ratio,years_experience,education_level,primary_language,has_ml_in_title,manages_people,team_size,certifications_count,weekly_hours,uses_ai_tools_daily,ai_tools_hours_per_week,salary_currency,salary_usd,equity_offered_pct,bonus_pct,job_satisfaction_score,interviews_to_offer,switched_jobs_last_year,upskilling_hours_per_month,fears_ai_automation_score
Data Analyst,Mid,Full-time,M,GB,GB,Technology,100,4.6,Masters,SQL,False,False,15,2,48.4,False,5.6,GBP,71075,0.0,12.1,5.7,3,False,8.9,10.0
Data Scientist,Senior,Full-time,S,GB,GB,Technology,100,10.9,Masters,Python,False,False,6,4,39.3,False,3.5,GBP,104993,0.491,12.7,6.1,8,False,7.4,2.5
Business Intelligence Analyst,Lead,Full-time,L,US,IN,Technology,100,14.7,Masters,Python,False,True,7,1,38.6,True,11.2,USD,167102,0.029,14.5,6.5,7,False,9.5,5.6
Data Engineer,Lead,Full-time,M,US,US,Finance,100,13.8,Masters,Python,False,True,6,1,40.1,True,18.6,USD,208944,0.042,17.7,9.7,6,False,1.0,3.8
Data Science Manager,Senior,Full-time,M,IN,IN,Healthcare,0,12.6,Bachelors,Python,False,False,13,2,42.6,True,18.0,INR,37605,0.144,7.3,3.7,9,False,10.0,6.1
Analytics Engineer,Senior,Freelance,S,IN,IN,Manufacturing,100,10.0,Bachelors,Python,False,False,12,3,55.2,False,2.2,INR,23298,0.465,12.8,3.8,8,True,10.1,4.4
Data Analyst,Entry,Full-time,M,IN,IN,Healthcare,0,4.1,Masters,SQL,False,False,6,2,48.4,False,4.4,INR,20880,0.08,5.1,6.2,3,False,11.8,5.2
AI Engineer,Mid,Full-time,S,AU,AU,Healthcare,100,4.8,Masters,SQL,True,False,6,3,48.6,True,20.1,AUD,88590,0.66,6.5,5.2,1,False,3.2,5.0
Data Engineer,Senior,Full-time,L,ES,ES,Retail,100,9.0,Bachelors,Java,False,False,5,2,47.5,True,11.4,EUR,71365,0.058,17.0,6.1,5,True,9.7,3.1
LLM Engineer,Entry,Full-time,S,AU,AU,Technology,0,3.0,PhD,SQL,True,False,8,1,44.0,False,3.8,AUD,90833,0.0,2.2,6.5,5,False,12.0,3.5
Research Scientist,Mid,Full-time,M,DE,AU,Technology,100,7.8,Masters,Rust,True,False,7,3,51.2,False,0.9,EUR,105702,0.099,3.8,5.4,6,True,6.4,4.4
MLOps Engineer,Executive,Full-time,S,US,DE,Manufacturing,100,22.4,PhD,SQL,False,True,7,4,52.0,True,5.6,USD,248048,0.225,16.7,7.2,3,False,8.6,4.0
Data Engineer,Mid,Full-time,M,IN,IN,Finance,0,5.2,Masters,R,False,False,9,0,42.5,False,2.2,INR,41370,0.034,13.9,6.8,2,False,5.1,4.9
Data Scientist,Entry,Full-time,L,GB,GB,Finance,100,2.3,Bachelors,Python,False,False,7,2,40.4,True,6.9,GBP,84998,0.051,0.0,5.0,2,False,7.0,5.7
Machine Learning Engineer,Senior,Full-time,M,IN,IN,Government,0,12.3,Bootcamp,Rust,True,False,10,0,41.3,False,0.6,INR,40602,0.097,15.1,5.5,2,False,11.0,3.9
MLOps Engineer,Mid,Full-time,M,IN,SG,Finance,100,7.0,Bootcamp,Python,False,True,5,0,40.5,False,5.7,INR,51543,0.054,7.3,6.5,3,False,6.8,5.2
Computer Vision Engineer,Senior,Full-time,S,IN,IN,Technology,50,11.1,Masters,Python,True,False,5,2,39.5,True,8.2,INR,66447,0.536,7.2,5.8,4,False,14.7,6.2
Data Engineer,Senior,Contract,M,PL,PL,Consulting,100,12.1,Bachelors,Python,False,False,5,1,46.8,False,2.3,PLN,52895,0.033,15.0,6.2,6,False,3.8,5.5
Machine Learning Engineer,Entry,Full-time,L,US,US,Technology,0,4.3,Masters,Python,True,True,7,1,43.0,False,1.4,USD,117644,0.08,8.7,7.3,6,True,8.3,3.5
Business Intelligence Analyst,Entry,Contract,S,CA,CA,Media,50,5.6,Masters,Python,False,False,4,1,38.9,False,3.1,CAD,35420,0.784,7.1,6.4,7,False,0.0,5.6
Data Analyst,Senior,Contract,S,US,US,Finance,0,10.1,Bachelors,Rust,False,False,9,2,52.3,True,12.4,USD,96481,0.021,11.3,6.7,5,False,5.9,8.0
MLOps Engineer,Mid,Full-time,S,GB,GB,Consulting,100,6.8,Bachelors,Scala,False,False,6,3,49.0,True,7.3,GBP,59536,0.0,12.9,5.9,4,False,10.1,3.9
Business Intelligence Analyst,Senior,Full-time,S,US,US,Education,100,8.9,Self-taught,Rust,False,False,12,6,41.8,False,0.0,USD,84814,0.285,17.8,6.1,5,True,6.0,4.6
Research Scientist,Lead,Full-time,S,BR,CA,Manufacturing,100,16.4,Bootcamp,Python,True,True,6,1,39.3,True,7.1,BRL,66837,0.602,21.2,8.1,3,False,3.7,3.1
Data Scientist,Entry,Contract,M,FR,AU,Technology,0,3.5,Bootcamp,Python,False,False,9,2,53.4,True,14.3,EUR,42155,0.081,9.4,6.3,3,False,7.7,6.7
Research Scientist,Senior,Full-time,M,GB,BR,Technology,100,9.4,Masters,Python,True,False,6,2,43.3,False,2.7,GBP,108809,0.162,14.1,9.5,6,False,0.0,2.0
Data Scientist,Senior,Contract,M,DE,DE,Finance,0,8.2,Bachelors,Java,False,False,6,4,33.3,False,0.6,EUR,102834,0.13,14.5,9.9,6,False,1.2,4.4
Data Engineer,Senior,Full-time,M,US,US,Manufacturing,50,14.1,Bachelors,Python,False,False,9,0,39.8,False,2.2,USD,169456,0.035,14.9,7.1,6,False,6.8,5.6
Business Intelligence Analyst,Entry,Full-time,M,US,US,Finance,0,0.4,Masters,SQL,False,False,9,0,52.2,False,0.3,USD,68490,0.0,8.8,6.1,9,True,6.6,5.7
MLOps Engineer,Mid,Full-time,M,GB,GB,Technology,0,5.8,Masters,Python,False,False,7,3,45.9,False,2.7,GBP,95344,0.0,6.2,7.7,3,False,17.4,6.7
Data Analyst,Mid,Full-time,S,SG,SG,Healthcare,50,7.1,PhD,Python,False,False,7,3,47.5,True,9.7,SGD,70517,0.0,9.9,9.1,11,False,8.9,8.1
MLOps Engineer,Lead,Full-time,M,US,US,Finance,0,12.9,Masters,Python,False,True,6,4,42.5,True,10.4,USD,222696,0.171,11.6,4.3,7,True,12.6,7.1
AI Engineer,Entry,Full-time,S,US,US,Retail,50,4.5,Bachelors,Python,True,True,5,1,43.6,False,5.1,USD,67620,0.416,4.4,7.8,3,False,2.8,4.3
LLM Engineer,Entry,Full-time,S,US,US,Manufacturing,50,0.4,PhD,R,True,False,6,1,43.7,True,9.9,USD,91098,0.743,0.7,8.0,5,True,4.2,1.4
Research Scientist,Entry,Full-time,M,AU,AU,Finance,0,1.0,Self-taught,Python,True,False,10,2,29.2,False,0.0,AUD,62726,0.184,2.0,5.2,5,False,13.7,4.7
LLM Engineer,Mid,Full-time,L,AU,AU,Technology,0,6.0,Bachelors,Python,True,False,11,1,37.0,True,15.4,AUD,105265,0.052,15.7,6.1,2,False,2.0,6.0
MLOps Engineer,Mid,Freelance,S,IN,US,Retail,100,5.2,Bachelors,Python,False,False,8,2,38.2,True,8.6,INR,27887,0.153,7.9,4.9,5,True,6.2,3.7
Data Scientist,Senior,Full-time,M,AU,NL,Government,100,10.1,Bachelors,Python,False,False,6,0,54.4,True,20.5,AUD,111096,0.091,12.6,7.4,3,False,4.7,3.5
Machine Learning Engineer,Mid,Full-time,S,NL,NL,Technology,0,5.0,Masters,SQL,True,False,10,3,45.7,False,2.4,EUR,95073,0.0,6.1,5.0,6,False,8.8,3.8
Data Scientist,Mid,Full-time,M,IN,IN,Retail,100,5.7,PhD,Python,False,False,8,0,39.2,True,11.0,INR,47917,0.216,13.2,7.1,6,False,6.9,6.5
Data Engineer,Mid,Part-time,L,US,DE,Retail,100,5.2,Bachelors,Python,False,False,5,0,47.8,True,10.6,USD,72983,0.045,6.4,5.9,4,False,15.2,4.0
Data Engineer,Mid,Full-time,M,US,US,Finance,100,9.6,Self-taught,Python,False,False,7,1,39.7,True,19.6,USD,131939,0.027,4.7,5.9,1,False,3.0,5.4
Machine Learning Engineer,Mid,Full-time,M,ES,ES,Technology,100,7.0,Self-taught,Python,True,False,4,3,44.3,False,3.5,EUR,71642,0.078,6.2,7.0,4,False,10.7,4.4
Data Engineer,Mid,Freelance,S,GB,GB,Technology,0,5.5,Masters,Python,False,False,6,1,46.0,True,13.7,GBP,66665,0.083,8.9,7.5,4,False,11.4,6.3
Data Analyst,Mid,Full-time,M,DE,DE,Technology,50,5.0,Masters,Python,False,False,5,3,48.2,True,14.0,EUR,91851,0.08,12.6,5.5,4,False,5.7,7.8
Business Intelligence Analyst,Senior,Full-time,M,US,US,Healthcare,0,11.6,Self-taught,Python,False,False,10,3,44.6,False,3.0,USD,79525,0.13,9.4,6.3,3,False,13.4,2.6
Data Scientist,Senior,Full-time,S,BR,BR,Consulting,0,9.2,Bachelors,SQL,False,False,4,1,53.2,True,6.7,BRL,26838,0.15,12.9,3.2,7,True,9.4,6.4
Machine Learning Engineer,Senior,Full-time,M,IN,IN,Retail,100,11.2,Masters,Python,True,False,5,0,50.7,True,10.3,INR,50854,0.0,10.6,7.9,6,False,12.0,3.2
Research Scientist,Senior,Full-time,M,GB,GB,Education,0,10.9,Bachelors,Python,True,False,6,1,42.7,True,8.9,GBP,99206,0.049,18.1,6.0,7,False,13.7,5.2
Data Analyst,Senior,Part-time,L,IN,IN,Government,100,8.5,Masters,Python,False,False,9,4,56.6,True,10.2,INR,15528,0.036,14.1,7.2,3,False,4.4,6.3
Machine Learning Engineer,Senior,Full-time,M,DE,CA,Finance,100,12.0,Bachelors,SQL,True,False,7,2,54.8,True,7.8,EUR,154558,0.154,0.0,6.4,4,True,12.8,2.3
Data Engineer,Entry,Full-time,M,IN,IN,Retail,100,0.0,PhD,Python,False,False,4,2,38.8,False,2.7,INR,22831,0.08,0.7,5.6,6,False,3.8,3.1
Business Intelligence Analyst,Entry,Contract,S,BR,BR,Finance,100,1.6,Masters,R,False,False,17,1,43.9,False,2.2,BRL,17701,0.0,0.0,4.6,5,False,5.3,6.1
Data Scientist,Senior,Full-time,L,US,US,Government,0,4.4,Bachelors,Python,False,False,7,1,49.7,True,12.9,USD,125973,0.05,11.7,7.2,3,False,6.5,3.8
Data Scientist,Entry,Full-time,M,IN,IN,Healthcare,0,3.6,PhD,Python,False,False,9,2,48.7,True,11.1,INR,21904,0.059,7.4,5.3,2,True,15.1,6.3
Machine Learning Engineer,Entry,Full-time,M,FR,FR,Manufacturing,100,0.2,Bootcamp,Python,True,False,5,3,35.5,True,9.3,EUR,50898,0.038,0.9,6.4,3,False,7.0,4.4
MLOps Engineer,Entry,Contract,M,US,US,Government,0,1.4,Masters,Python,False,False,6,0,42.2,False,3.6,USD,60781,0.041,7.4,7.4,6,False,6.8,5.4
Business Intelligence Analyst,Senior,Full-time,S,GB,GB,Healthcare,50,11.6,Bachelors,Python,False,False,9,2,55.6,True,8.6,GBP,71406,0.085,12.2,8.4,8,True,5.5,6.5
Machine Learning Engineer,Mid,Full-time,L,GB,GB,Technology,0,3.0,Bachelors,Python,True,False,6,4,50.8,True,7.8,GBP,106560,0.087,15.0,7.8,5,False,15.2,5.4
Data Science Manager,Entry,Full-time,M,FR,IN,Healthcare,100,2.0,Bachelors,Scala,False,False,7,0,39.3,True,23.1,EUR,69979,0.198,7.3,8.3,6,False,5.8,7.3
Research Scientist,Senior,Full-time,L,PL,PL,Technology,50,10.4,Bootcamp,Python,True,False,5,0,42.7,True,11.4,PLN,78944,0.024,14.5,8.1,4,False,12.3,3.8
Data Science Manager,Mid,Full-time,M,IN,US,Government,100,5.4,Masters,Julia,False,False,7,4,46.6,True,13.9,INR,41450,0.16,1.0,5.9,3,False,6.8,6.9
Business Intelligence Analyst,Mid,Full-time,M,US,US,Finance,100,8.6,Bachelors,Java,False,False,5,0,53.2,True,6.6,USD,95590,0.02,11.0,4.8,4,False,6.8,8.6
Business Intelligence Analyst,Senior,Full-time,M,DE,DE,Retail,0,11.3,Bachelors,R,False,False,13,3,48.3,True,8.5,EUR,76794,0.015,13.0,7.0,10,False,12.8,4.2
Data Scientist,Mid,Full-time,M,IN,IN,Finance,100,8.0,Self-taught,Python,False,False,8,2,49.2,True,10.1,INR,35036,0.232,5.8,8.9,7,False,11.9,4.9
Business Intelligence Analyst,Entry,Full-time,M,CA,CA,Technology,0,0.2,Masters,Python,False,False,4,0,44.6,False,1.8,CAD,56030,0.058,0.4,4.2,4,True,11.9,8.8
Research Scientist,Mid,Part-time,M,IN,IN,Finance,0,7.3,Bachelors,Rust,True,False,13,0,34.6,False,1.7,INR,15187,0.062,0.2,7.1,6,False,7.5,6.7
Data Scientist,Mid,Full-time,M,US,US,Technology,0,1.5,Bootcamp,Python,False,False,9,0,41.4,True,15.3,USD,75925,0.13,13.5,5.9,6,True,6.4,6.0
Data Scientist,Senior,Full-time,M,US,US,Technology,50,10.8,Bachelors,Python,False,False,9,2,53.4,True,8.0,USD,109619,0.191,12.1,9.1,2,False,2.9,2.5
Data Scientist,Entry,Full-time,M,AU,AU,Finance,50,1.8,Bootcamp,SQL,False,False,6,1,41.0,True,0.5,AUD,69863,0.0,5.7,8.2,4,False,0.7,7.7
Machine Learning Engineer,Senior,Full-time,L,PL,US,Manufacturing,100,10.0,PhD,Python,True,False,7,2,54.2,True,12.3,PLN,106316,0.011,18.7,7.1,6,False,2.1,5.2
Data Scientist,Entry,Full-time,M,PL,PL,Media,0,0.0,Masters,Python,False,False,6,1,38.4,True,15.8,PLN,36167,0.112,0.0,5.6,5,False,11.3,6.8
Machine Learning Engineer,Lead,Full-time,M,SG,SG,Technology,100,16.2,Bachelors,Java,True,True,7,1,41.1,True,16.1,SGD,117142,0.021,15.4,6.8,7,False,7.8,4.0
Data Analyst,Mid,Full-time,M,AU,AU,Finance,100,5.6,Masters,Python,False,False,8,3,42.4,True,6.7,AUD,91867,0.041,9.6,7.0,4,False,8.3,6.9
Data Scientist,Senior,Full-time,M,PL,PL,Retail,50,8.1,Bachelors,Python,False,False,8,0,46.5,True,19.1,PLN,67894,0.067,10.7,7.3,8,False,8.4,7.3
Data Scientist,Senior,Full-time,M,SG,SG,Finance,50,10.0,PhD,Python,False,False,3,1,42.6,True,15.7,SGD,125337,0.109,6.1,5.1,9,False,12.5,2.8
Data Scientist,Lead,Full-time,M,DE,DE,Consulting,0,13.8,PhD,Python,False,True,8,2,55.9,True,11.6,EUR,103090,0.133,20.2,6.0,6,False,8.3,3.6
Business Intelligence Analyst,Mid,Full-time,M,IN,IN,Education,100,4.3,PhD,Python,False,False,9,1,50.9,False,2.7,INR,18823,0.214,8.3,6.8,1,False,6.7,4.0
Research Scientist,Mid,Full-time,L,US,US,Consulting,0,6.1,Bachelors,Python,True,False,6,3,37.9,True,10.5,USD,195327,0.005,9.4,5.9,7,False,9.8,6.7
Research Scientist,Lead,Contract,S,IN,IN,Consulting,0,15.7,Masters,SQL,True,True,6,2,44.2,True,5.9,INR,51906,0.44,21.0,5.2,7,False,1.7,5.8
Data Science Manager,Mid,Full-time,M,DE,DE,Technology,50,4.4,Bachelors,SQL,False,False,10,1,42.4,False,4.0,EUR,124973,0.0,11.8,8.2,5,True,12.1,4.2
AI Engineer,Entry,Full-time,S,US,US,Healthcare,50,0.0,Masters,SQL,True,False,11,0,40.8,False,5.1,USD,83960,0.146,6.8,8.1,3,False,15.8,1.0
Computer Vision Engineer,Senior,Full-time,L,US,US,Finance,50,12.9,Masters,Python,True,False,8,2,50.3,True,10.4,USD,195449,0.028,6.8,7.7,9,False,9.6,3.3
Research Scientist,Mid,Full-time,L,NL,NL,Consulting,50,7.3,Bachelors,Java,True,False,8,2,44.1,True,11.4,EUR,127529,0.0,0.2,5.9,7,False,2.4,4.9
Machine Learning Engineer,Mid,Full-time,M,SG,SG,Technology,100,5.6,Masters,Python,True,False,9,0,31.1,False,2.8,SGD,115027,0.0,8.3,7.1,2,False,5.7,4.7
MLOps Engineer,Mid,Full-time,M,GB,GB,Manufacturing,100,10.0,Masters,Python,False,False,7,2,51.4,True,8.7,GBP,75193,0.237,13.8,8.9,6,True,12.1,2.3
Machine Learning Engineer,Mid,Full-time,S,CA,IN,Manufacturing,0,6.7,Bachelors,Python,True,False,7,2,39.1,True,9.0,CAD,79231,0.208,7.0,3.6,4,True,0.0,4.6
Data Analyst,Senior,Full-time,L,DE,BR,Finance,100,11.9,Masters,Python,False,False,11,6,54.6,True,7.1,EUR,110423,0.016,16.1,6.9,4,False,7.6,6.0
Data Scientist,Lead,Full-time,L,US,US,Technology,0,13.5,Masters,R,False,True,6,0,40.2,True,5.2,USD,199224,0.037,20.2,9.5,7,False,9.9,5.6
Computer Vision Engineer,Lead,Full-time,M,ES,ES,Manufacturing,100,13.8,PhD,Python,True,True,8,1,55.5,True,8.3,EUR,134682,0.192,10.8,4.8,4,False,5.0,1.9
Data Engineer,Mid,Contract,S,FR,FR,Media,0,9.3,Bachelors,Python,False,False,9,2,40.6,True,20.7,EUR,51188,0.683,8.8,7.4,1,False,7.5,3.3
LLM Engineer,Senior,Full-time,S,IN,IN,Finance,0,11.7,Self-taught,Python,True,False,6,1,54.6,True,4.3,INR,38790,0.71,14.8,6.8,5,False,0.0,1.0
Machine Learning Engineer,Mid,Full-time,M,US,PL,Energy,0,4.4,Masters,Scala,True,False,6,2,39.0,True,18.9,USD,144676,0.197,9.5,9.7,7,False,3.5,6.3
Data Scientist,Mid,Full-time,M,ES,ES,Finance,0,4.2,Masters,R,False,False,13,1,39.7,True,8.2,EUR,72757,0.015,13.2,6.2,4,False,13.5,4.0
AI Engineer,Entry,Full-time,S,BR,BR,Retail,50,3.4,Masters,Python,True,False,12,2,52.9,True,11.6,BRL,22030,0.556,9.1,6.9,3,False,3.2,4.1
Data Scientist,Lead,Full-time,M,US,US,Education,50,16.5,PhD,Python,False,True,12,2,45.7,False,0.7,USD,200441,0.059,12.1,9.3,2,False,7.7,2.1
MLOps Engineer,Mid,Full-time,S,US,US,Technology,100,4.0,Masters,SQL,False,False,6,1,41.7,False,1.7,USD,156223,0.421,7.7,4.9,4,False,13.8,7.5
Data Engineer,Mid,Full-time,L,US,US,Finance,50,3.2,Masters,Python,False,False,9,2,45.6,True,6.5,USD,197387,0.056,10.5,7.8,3,False,9.3,7.3
Analytics Engineer,Lead,Full-time,S,US,US,Finance,50,12.2,Masters,Python,False,True,9,2,48.3,False,3.9,USD,149780,0.101,22.9,7.4,6,False,9.6,4.2
Data Scientist,Senior,Full-time,M,GB,GB,Technology,50,13.3,Bachelors,SQL,False,False,14,2,37.5,True,10.8,GBP,95298,0.077,9.4,6.7,8,False,4.4,1.7
Data Scientist,Senior,Full-time,M,GB,US,Healthcare,50,11.0,Bachelors,Python,False,False,8,3,46.9,False,2.5,GBP,79074,0.145,9.1,7.2,3,False,6.4,5.9
Data Scientist,Lead,Freelance,L,US,US,Technology,50,13.4,Bootcamp,Python,False,True,7,3,42.5,True,4.7,USD,152956,0.034,9.8,7.1,6,True,3.1,2.5
Computer Vision Engineer,Entry,Full-time,M,DE,DE,Energy,0,4.5,Masters,Python,True,False,8,2,40.6,True,15.0,EUR,69154,0.135,6.7,6.9,4,True,14.3,6.6
Data Analyst,Senior,Full-time,M,BR,BR,Finance,50,8.3,Bachelors,SQL,False,False,10,4,41.7,True,9.5,BRL,27281,0.108,17.4,6.4,4,False,7.4,7.0
AI Engineer,Lead,Full-time,S,DE,DE,Technology,0,16.3,Bachelors,Java,True,True,4,0,54.2,True,12.3,EUR,92885,0.664,19.6,4.0,8,True,11.9,1.4
Data Engineer,Entry,Part-time,M,SG,SG,Retail,100,2.7,Bootcamp,SQL,False,False,7,4,35.2,True,7.7,SGD,29203,0.087,10.8,5.8,4,False,10.8,10.0
Data Analyst,Mid,Full-time,L,CA,CA,Retail,0,5.5,Bootcamp,Python,False,False,8,1,48.5,True,0.9,CAD,81801,0.054,11.0,5.3,2,False,17.0,7.1
Data Analyst,Mid,Full-time,M,GB,GB,Education,0,6.4,Bachelors,SQL,False,False,6,5,42.2,True,8.1,GBP,67046,0.12,11.7,6.4,10,True,8.3,6.7
AI Engineer,Mid,Contract,M,US,US,Education,100,5.3,Bachelors,Python,True,False,8,1,46.2,False,5.3,USD,131056,0.092,10.3,4.8,3,False,10.3,3.4
Machine Learning Engineer,Mid,Full-time,L,US,US,Retail,0,5.9,PhD,Python,True,False,11,2,38.8,True,10.1,USD,145561,0.012,2.9,5.8,4,False,5.2,3.3
Data Science Manager,Mid,Full-time,S,IN,IN,Retail,0,11.0,Bachelors,Python,False,False,6,1,48.6,False,2.7,INR,30907,0.516,9.3,3.6,4,True,10.8,6.4
LLM Engineer,Mid,Full-time,M,US,US,Energy,50,6.0,Masters,Python,True,False,13,0,42.3,False,2.6,USD,132569,0.0,6.4,7.3,7,False,10.6,5.3
LLM Engineer,Mid,Full-time,M,US,GB,Technology,100,2.3,Bachelors,Python,True,False,10,1,52.2,True,0.5,USD,111659,0.076,4.6,6.2,6,False,13.8,2.1
Data Scientist,Mid,Full-time,L,IN,US,Manufacturing,0,7.8,Masters,SQL,False,True,10,1,47.2,True,14.0,INR,33421,0.017,8.3,2.9,5,False,16.6,5.1
Machine Learning Engineer,Mid,Full-time,M,GB,GB,Consulting,50,5.1,Bachelors,Python,True,False,8,1,46.3,False,1.1,GBP,73166,0.087,9.3,8.6,5,False,4.6,2.2
Data Scientist,Entry,Full-time,M,US,US,Education,0,1.2,Bootcamp,SQL,False,False,7,1,31.9,False,1.9,USD,56713,0.092,3.3,6.5,10,True,6.4,5.3
LLM Engineer,Entry,Contract,M,AU,AU,Retail,0,5.3,Bachelors,SQL,True,False,7,1,29.0,True,12.5,AUD,73695,0.094,8.5,5.4,3,False,20.1,4.4
Data Analyst,Senior,Full-time,L,US,ES,Consulting,100,10.7,Bootcamp,Python,False,False,8,5,45.1,False,0.0,USD,126052,0.055,9.7,6.6,11,False,10.5,5.3
Machine Learning Engineer,Lead,Full-time,M,IN,IN,Retail,0,13.2,Masters,Python,True,True,9,2,43.5,True,10.1,INR,52309,0.057,13.4,5.8,5,False,12.3,6.0
Data Analyst,Senior,Full-time,L,SG,SG,Healthcare,50,8.9,Masters,Python,False,False,5,1,44.3,True,13.3,SGD,89932,0.031,13.3,6.2,3,False,3.8,7.5
Data Scientist,Senior,Full-time,M,BR,DE,Technology,100,9.9,Masters,Python,False,True,10,4,49.4,True,0.5,BRL,41454,0.123,20.1,7.6,2,False,7.6,5.6
Data Science Manager,Entry,Full-time,S,GB,US,Consulting,50,3.1,Masters,Python,False,False,3,0,38.2,False,1.4,GBP,52908,0.5,9.7,10.0,3,False,9.9,7.4
AI Engineer,Senior,Full-time,L,US,US,Consulting,0,11.9,PhD,Rust,True,False,14,3,44.1,False,2.4,USD,222646,0.026,14.8,7.3,3,False,10.7,5.3
Machine Learning Engineer,Executive,Full-time,M,CA,CA,Technology,50,21.5,Masters,Python,True,True,7,3,34.0,True,13.5,CAD,216862,0.068,18.4,5.8,9,True,0.0,3.2
Analytics Engineer,Lead,Freelance,M,US,US,Technology,50,15.8,Masters,R,False,True,5,3,40.2,True,16.6,USD,128077,0.089,15.6,9.3,6,False,6.1,3.8
Machine Learning Engineer,Entry,Full-time,S,CA,CA,Finance,0,4.5,Self-taught,Python,True,False,9,0,39.0,True,14.1,CAD,63503,0.388,13.1,7.3,4,False,4.9,5.3
LLM Engineer,Entry,Full-time,M,US,US,Retail,50,0.8,Masters,Scala,True,False,11,4,44.0,True,9.8,USD,109238,0.123,3.6,5.6,7,False,5.2,4.2
LLM Engineer,Mid,Freelance,S,IN,IN,Media,50,5.2,Bachelors,Python,True,False,8,5,42.1,True,6.6,INR,22045,0.288,10.6,7.4,3,False,0.0,4.9
Data Scientist,Entry,Full-time,L,IN,IN,Healthcare,100,3.0,Masters,Python,False,False,15,2,46.9,False,1.4,INR,29084,0.0,7.1,7.1,5,False,9.8,7.7
Machine Learning Engineer,Executive,Full-time,M,IN,IN,Technology,50,17.7,Bachelors,SQL,True,True,10,2,45.8,True,11.9,INR,71647,0.203,19.8,5.9,10,False,17.2,3.8
Data Scientist,Entry,Full-time,M,FR,ES,Media,100,2.0,Masters,Python,False,False,14,1,50.8,False,2.1,EUR,45681,0.178,8.4,7.2,7,False,9.1,6.1
Data Engineer,Mid,Full-time,M,IN,IN,Healthcare,0,6.0,Masters,Python,False,True,15,2,40.0,True,13.5,INR,19081,0.127,12.4,3.8,3,True,10.9,7.2
Data Engineer,Executive,Full-time,M,NL,NL,Technology,50,20.2,Bachelors,Python,False,True,8,3,54.7,True,12.3,EUR,178659,0.08,27.8,6.5,7,False,11.9,2.0
Analytics Engineer,Lead,Full-time,S,US,US,Consulting,0,13.2,Bachelors,Python,False,True,9,1,38.2,False,1.0,USD,113254,0.345,11.1,7.0,7,True,9.0,2.7
Data Analyst,Senior,Full-time,L,CA,CA,Technology,100,10.9,Bachelors,Python,False,False,5,4,52.1,False,1.7,CAD,116688,0.0,15.8,6.0,4,False,10.9,7.6
AI Engineer,Mid,Full-time,M,IN,IN,Retail,0,7.7,Masters,SQL,True,False,9,2,42.3,False,4.0,INR,36976,0.112,15.1,5.7,6,False,7.8,5.2
Machine Learning Engineer,Senior,Full-time,M,US,US,Manufacturing,50,6.0,PhD,Python,True,False,4,2,46.7,True,13.1,USD,184513,0.142,10.7,9.2,4,False,5.1,2.8
LLM Engineer,Mid,Full-time,M,IN,IN,Retail,0,9.9,PhD,SQL,True,False,7,3,39.4,True,7.5,INR,62614,0.138,10.3,5.5,4,False,7.1,5.9
LLM Engineer,Entry,Full-time,S,IN,IN,Manufacturing,100,3.6,Self-taught,Python,True,False,12,0,32.6,True,15.3,INR,22656,0.201,5.8,7.9,7,False,11.3,5.6
Data Scientist,Senior,Full-time,S,IN,IN,Government,0,11.9,Masters,Python,False,False,10,1,44.5,False,2.7,INR,28874,0.574,14.0,3.6,5,False,13.6,5.2
Analytics Engineer,Entry,Full-time,L,DE,DE,Technology,50,3.0,Bachelors,Python,False,False,7,3,32.8,False,0.4,EUR,71793,0.0,5.3,7.6,6,False,6.6,5.0
Data Scientist,Mid,Full-time,S,US,US,Retail,0,6.5,Masters,Python,False,False,10,2,36.8,False,3.1,USD,88968,0.478,0.0,6.3,9,False,17.6,6.2
Research Scientist,Lead,Full-time,M,US,US,Healthcare,100,13.6,Bootcamp,Python,True,True,5,3,47.2,True,9.7,USD,189385,0.016,17.3,7.8,7,False,7.6,5.5
Data Scientist,Entry,Full-time,M,US,US,Healthcare,0,0.4,Bachelors,Python,False,False,6,2,43.6,False,3.6,USD,58294,0.243,2.9,8.1,3,False,10.3,6.6
Data Scientist,Senior,Full-time,M,ES,ES,Education,0,11.0,PhD,Python,False,False,5,1,53.2,True,16.1,EUR,54134,0.109,14.8,5.9,5,True,9.8,3.4
Computer Vision Engineer,Mid,Full-time,L,IN,IN,Technology,0,10.0,Self-taught,SQL,True,False,8,4,40.1,True,12.7,INR,38907,0.032,7.8,6.7,6,True,5.0,5.2
Business Intelligence Analyst,Senior,Full-time,S,IN,IN,Energy,50,8.9,Masters,Python,False,False,4,3,49.4,True,13.2,INR,37782,0.053,14.0,4.8,8,False,6.5,5.9
Machine Learning Engineer,Mid,Full-time,L,US,US,Technology,50,6.5,Masters,SQL,True,False,12,1,32.1,True,15.9,USD,175998,0.028,7.7,6.9,4,True,1.7,3.4
Data Analyst,Mid,Contract,M,US,US,Technology,0,7.4,Bachelors,Python,False,False,3,0,55.2,True,11.0,USD,91955,0.134,8.9,6.1,2,True,5.5,9.7
Data Analyst,Senior,Full-time,M,NL,NL,Education,100,8.8,Masters,Python,False,False,12,1,50.9,True,17.2,EUR,78945,0.142,13.1,5.1,4,False,7.9,6.2
